drug_id,name,atc_codes,target_genes,enzyme_genes,transporter_genes,all_genes,num_targets,num_enzymes,num_transporters,num_total_genes
DB00977,Ethinylestradiol,"['G03AA15', 'G03AA11', 'L02AA03', 'G03AA12', 'G03AA16', 'G03AB02', 'G03CA01', 'G03AA03', 'G03AA10', 'G03AB04', 'G03AB01', 'G03AB07', 'G03AA13', 'G03AA06', 'G03AA08', 'G03AA02', 'G03AA04', 'G03AA09', 'G03AB09', 'G03AA07', 'G03AB03', 'G03AA05', 'G03AB05', 'G03AB06', 'G03AA01']","['ESR1', 'NR1I2', 'SHBG']","['CYP3A4', 'CYP2C8', 'UGT1A1']","['ABCB11', 'SLC10A1', 'ABCC2', 'ABCB1']","['UGT1A1', 'ABCB11', 'ESR1', 'NR1I2', 'SLC10A1', 'ABCC2', 'CYP2C8', 'SHBG', 'CYP3A4', 'ABCB1']",3,3,4,10
DB00978,Lomefloxacin,"['S01AE04', 'J01MA07']","['parC', 'gyrA', 'TOP2A']",['CYP1A2'],"['SLC22A5', 'ABCC2']","['gyrA', 'CYP1A2', 'parC', 'TOP2A', 'ABCC2', 'SLC22A5']",3,1,2,6
DB00979,Cyclopentolate,"['S01FA54', 'S01FA04']",['CHRM1'],['BCHE'],[],"['CHRM1', 'BCHE']",1,1,0,2
DB00980,Ramelteon,['N05CH02'],"['MTNR1A', 'MTNR1B']","['CYP1A2', 'CYP2C19', 'CYP3A4', 'CYP2C9']",[],"['CYP2C9', 'MTNR1A', 'MTNR1B', 'CYP1A2', 'CYP2C19', 'CYP3A4']",2,4,0,6
DB00981,Physostigmine,"['S01EB05', 'V03AB19']","['ACHE', 'CHRNA4', 'CHRNB2']",[],[],"['ACHE', 'CHRNB2', 'CHRNA4']",3,0,0,3
DB00982,Isotretinoin,"['D10AD04', 'D10AD54', 'D10BA01']","['RARA', 'RARG']",['CYP3A4'],[],"['RARA', 'RARG', 'CYP3A4']",2,1,0,3
DB00983,Formoterol,"['R03AL09', 'R03AL07', 'R03AK08', 'R03AC13', 'R03AL05', 'R03AK11', 'R03AK07', 'R03AK09']","['ADRB2', 'ADRB1', 'ADRB3']","['CYP2D6', 'CYP2C19', 'CYP2C9', 'CYP2A6']",[],"['ADRB2', 'CYP2C9', 'ADRB1', 'CYP2A6', 'ADRB3', 'CYP2C19', 'CYP2D6']",3,4,0,7
DB00986,Glycopyrronium,"['A03AB02', 'R03AL09', 'R03AL07', 'A03CA05', 'R03AL04', 'R03BB06']","['CHRM1', 'CHRM3', 'CHRM2']",[],[],"['CHRM2', 'CHRM1', 'CHRM3']",3,0,0,3
DB00987,Cytarabine,"['L01BC01', 'L01XY01']",['POLB'],"['CDA', 'CYP3A4', 'DCK', 'NT5E', 'DCTD']","['SLC22A1', 'ABCC10', 'SLC29A1']","['POLB', 'ABCC10', 'DCTD', 'CDA', 'SLC29A1', 'DCK', 'SLC22A1', 'CYP3A4', 'NT5E']",1,5,3,9
DB00988,Dopamine,['C01CA04'],"['DRD2', 'DRD1', 'DRD5', 'DRD3', 'DRD4', 'SLC6A3', 'DBH', 'HTR1A', 'HTR7', 'DRD1', 'DRD5', 'SLC6A2', 'SLC6A4', 'HTR3A', 'HTR3B', 'SOD1', 'SLC18A2']","['MAOA', 'MAOB', 'COMT', 'DBH', 'CYP2C19']","['SLC22A2', 'SLC22A1', 'SLC22A3', 'SLC22A5', 'POU5F1']","['SOD1', 'DRD4', 'SLC22A2', 'HTR1A', 'SLC6A4', 'DRD2', 'HTR7', 'DBH', 'HTR3B', 'DRD3', 'CYP2C19', 'POU5F1', 'HTR3A', 'SLC18A2', 'COMT', 'MAOA', 'DRD1', 'SLC22A3', 'MAOB', 'SLC6A2', 'DRD5', 'SLC22A1', 'SLC6A3', 'SLC22A5']",17,5,5,24
DB00989,Rivastigmine,['N06DA03'],"['ACHE', 'BCHE']",['CYP3A4'],[],"['ACHE', 'BCHE', 'CYP3A4']",2,1,0,3
DB00990,Exemestane,['L02BG06'],['CYP19A1'],"['CYP3A4', 'CYP19A1']",[],"['CYP19A1', 'CYP3A4']",1,2,0,2
DB00991,Oxaprozin,['M01AE12'],"['PTGS1', 'PTGS2']",[],[],"['PTGS2', 'PTGS1']",2,0,0,2
DB00992,Methyl aminolevulinate,['L01XD03'],['FCGR1A'],[],[],['FCGR1A'],1,0,0,1
DB00993,Azathioprine,['L04AX01'],"['HPRT1', 'RAC1']","['XDH', 'TPMT', 'GSTA1', 'GSTA2', 'GSTM1', 'CYP1A2']",[],"['GSTA1', 'GSTA2', 'GSTM1', 'RAC1', 'HPRT1', 'CYP1A2', 'XDH', 'TPMT']",2,6,0,8
DB00994,Neomycin,"['A07AA51', 'R02AB01', 'J01GB05', 'D06AX04', 'S03AA01', 'A01AB08', 'A07AA01', 'S02AA07', 'B05CA09', 'S01AA03']","['rpsL', 'CASR']",[],[],"['rpsL', 'CASR']",2,0,0,2
DB00995,Auranofin,['M01CB03'],"['PRDX5', 'IKBKB']",[],[],"['PRDX5', 'IKBKB']",2,0,0,2
DB00996,Gabapentin,['N03AX12'],"['CACNA2D1', 'CACNA2D2', 'CACNA1B', 'ADORA1', 'GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN2D', 'GRIN3A', 'GRIN3B', 'GABBR1', 'GABBR2']","['BCAT1', 'CYP3A4']",[],"['GRIN3A', 'BCAT1', 'GRIN3B', 'GRIN1', 'GRIN2B', 'GABBR1', 'CACNA1B', 'GRIN2C', 'CACNA2D1', 'GRIN2D', 'GABBR2', 'GRIN2A', 'CACNA2D2', 'CYP3A4', 'ADORA1']",13,2,0,15
DB00997,Doxorubicin,['L01DB01'],"['TOP2A', 'NOLC1']","['CYP3A4', 'CYP2D6', 'CYP2B6', 'CYP1B1', 'CBR1', 'CBR3', 'AKR1A1', 'AKR1C3', 'NQO1', 'XDH', 'NOS1', 'NOS2', 'NOS3', 'NDUFS2', 'NDUFS3', 'NDUFS7', 'POR']","['ABCB1', 'ABCC1', 'ABCC3', 'ABCC6', 'ABCG2', 'SLC22A16', 'ABCC10', 'ABCB8', 'ABCB11', 'RALBP1', 'ABCC2']","['ABCG2', 'NQO1', 'NOS1', 'CYP2D6', 'XDH', 'ABCC6', 'ABCC3', 'CYP2B6', 'ABCB11', 'RALBP1', 'TOP2A', 'NDUFS7', 'NOS3', 'ABCB8', 'NOLC1', 'NOS2', 'SLC22A16', 'ABCB1', 'NDUFS3', 'ABCC10', 'AKR1A1', 'CYP1B1', 'ABCC2', 'NDUFS2', 'CYP3A4', 'ABCC1', 'AKR1C3', 'CBR3', 'CBR1', 'POR']",2,17,11,30
DB00998,Frovatriptan,['N02CC07'],"['HTR1D', 'HTR1B']",['CYP1A2'],[],"['HTR1D', 'HTR1B', 'CYP1A2']",2,1,0,3
DB00999,Hydrochlorothiazide,"['C09BX03', 'C03AX01', 'C03AB03', 'C09DX03', 'C03EA01', 'C09DX06', 'C09XA52', 'G01AE10', 'C09DX01', 'C03AA03', 'C09XA54']","['SLC12A3', 'CA1', 'CA2', 'KCNMA1']",[],['SLC22A6'],"['KCNMA1', 'CA2', 'CA1', 'SLC22A6', 'SLC12A3']",4,0,1,5
DB01000,Cyclacillin,['J01CR50'],"['pbpA', 'pbpA', 'pbp3', 'mecA']",[],"['SLC22A5', 'SLC15A1', 'SLC15A2']","['pbp3', 'pbpA', 'mecA', 'SLC15A2', 'SLC22A5', 'SLC15A1']",4,0,3,6
DB01001,Salbutamol,"['R03AK04', 'R03AC02', 'R03CC02', 'R03AK13', 'R03AL02']","['ADRB2', 'ADRB1', 'ADRB3']",['CYP3A4'],[],"['CYP3A4', 'ADRB2', 'ADRB3', 'ADRB1']",3,1,0,4
DB01002,Levobupivacaine,['N01BB10'],['SCN10A'],"['CYP3A4', 'CYP1A2']",[],"['CYP1A2', 'SCN10A', 'CYP3A4']",1,2,0,3
DB01003,Cromoglicic acid,"['R03AK05', 'R03AK04', 'R03BC01', 'R01AC51', 'S01GX51', 'R01AC01', 'S01GX01', 'D11AH03', 'A07EB01']","['KCNMA1', 'S100P']",[],[],"['KCNMA1', 'S100P']",2,0,0,2
DB01004,Ganciclovir,"['J05AB06', 'S01AD09']",['TK'],[],"['SLC22A1', 'SLC22A6', 'SLC22A8', 'SLC22A7', 'SLC47A1', 'SLC47A2']","['SLC22A7', 'SLC22A1', 'SLC47A1', 'SLC22A6', 'SLC22A8', 'TK', 'SLC47A2']",1,0,6,7
DB01005,Hydroxyurea,['L01XX05'],['RRM1'],['CYP2D6'],[],"['CYP2D6', 'RRM1']",1,1,0,2
DB01006,Letrozole,['L02BG04'],['CYP19A1'],"['CYP19A1', 'CYP3A4', 'CYP2A6']",[],"['CYP19A1', 'CYP3A4', 'CYP2A6']",1,3,0,3
DB01007,Tioconazole,"['G01AF20', 'D01AC07', 'G01AF08']","['ERG11', 'CYP51A1']","['CYP19A1', 'CYP2C19', 'CYP2C8', 'CYP2E1', 'CYP3A4']",[],"['ERG11', 'CYP51A1', 'CYP19A1', 'CYP2E1', 'CYP2C19', 'CYP2C8', 'CYP3A4']",2,5,0,7
DB01008,Busulfan,['L01AB01'],[],"['CYP3A4', 'GSTA2', 'GSTA1', 'GSTM1', 'GSTP1', 'MGST2']",[],"['GSTA1', 'GSTA2', 'GSTP1', 'GSTM1', 'MGST2', 'CYP3A4']",0,6,0,6
DB01009,Ketoprofen,"['M01AE03', 'M02AA10', 'M01AE53']","['PTGS1', 'PTGS2', 'CXCR1']","['CYP2C9', 'CYP2C8', 'UGT1A1']","['ABCC4', 'SLCO1A2', 'SLC22A6', 'SLC22A8', 'SLC22A11', 'SLC22A7']","['UGT1A1', 'SLC22A7', 'SLC22A11', 'SLCO1A2', 'CYP2C9', 'CXCR1', 'SLC22A6', 'PTGS2', 'SLC22A8', 'CYP2C8', 'ABCC4', 'PTGS1']",3,3,6,12
DB01011,Metyrapone,['V04CD01'],"['CYP11B1', 'camC']","['CYP11B2', 'CYP2A6', 'CYP3A4', 'CYP11B1', 'CYP2E1']",['ABCC3'],"['ABCC3', 'CYP11B1', 'CYP11B2', 'CYP2A6', 'camC', 'CYP2E1', 'CYP3A4']",2,5,1,7
DB01012,Cinacalcet,['H05BX01'],['CASR'],"['CYP3A4', 'CYP2D6', 'CYP1A2']",[],"['CYP2D6', 'CYP1A2', 'CASR', 'CYP3A4']",1,3,0,4
DB01014,Balsalazide,['A07EC04'],"['PPARG', 'PTGS2', 'PTGS1', 'ALOX5']",['azr'],[],"['azr', 'PTGS2', 'PPARG', 'ALOX5', 'PTGS1']",4,1,0,5
DB01015,Sulfamethoxazole,"['J04AM08', 'J01EE01', 'G01AE10', 'J01EC01']","['folP', 'folC', 'GSTP1']","['NAT1', 'NAT2', 'CYP2C9', 'PTGS1', 'UGT1A9', 'CYP2C8', 'CYP3A4']",['ABCB11'],"['NAT1', 'CYP2C8', 'ABCB11', 'GSTP1', 'CYP2C9', 'folC', 'UGT1A9', 'folP', 'PTGS1', 'CYP3A4', 'NAT2']",3,7,1,11
DB01016,Glyburide,['A10BB01'],"['ABCC8', 'KCNJ11', 'KCNJ5', 'ABCC9', 'ABCB11', 'ABCA1', 'CFTR', 'KCNJ11', 'KCNJ8', 'CPT1A']","['CYP2C19', 'CYP3A4', 'CYP2C9']","['ABCC3', 'ABCB11', 'ABCB1', 'ABCC1', 'SLC15A1', 'SLCO1A2', 'SLC15A2', 'SLC22A6', 'ABCC2', 'ABCG2', 'SLC22A7', 'SLCO2B1']","['CFTR', 'ABCG2', 'KCNJ8', 'SLC15A2', 'SLCO1A2', 'CYP2C9', 'ABCC8', 'CPT1A', 'ABCC3', 'ABCB11', 'CYP2C19', 'KCNJ5', 'ABCB1', 'SLC22A7', 'ABCA1', 'SLCO2B1', 'ABCC9', 'ABCC2', 'CYP3A4', 'ABCC1', 'SLC22A6', 'KCNJ11', 'SLC15A1']",10,3,12,23
DB01017,Minocycline,"['J01AA08', 'J01AA20', 'A01AB23']","['rpsI', 'rpsD', 'IL1B', 'ALOX5', 'MMP9', 'VEGFA', 'CASP1', 'CASP3', 'CYCS']",[],"['SLC22A6', 'SLC22A8', 'SLC22A11', 'SLC22A7']","['SLC22A7', 'MMP9', 'CASP3', 'SLC22A8', 'SLC22A11', 'SLC22A6', 'CASP1', 'CYCS', 'IL1B', 'rpsI', 'VEGFA', 'ALOX5', 'rpsD']",9,0,4,13
DB01018,Guanfacine,['C02AC02'],"['ADRA2A', 'ADRA2B']","['CYP3A4', 'CYP2C19']",[],"['ADRA2B', 'ADRA2A', 'CYP3A4', 'CYP2C19']",2,2,0,4
DB01019,Bethanechol,['N07AB02'],"['CHRM2', 'CHRM1', 'CHRM3', 'CHRM4']",[],[],"['CHRM2', 'CHRM1', 'CHRM4', 'CHRM3']",4,0,0,4
DB01020,Isosorbide Mononitrate,['C01DA14'],['GUCY1A2'],['CYP3A4'],[],"['GUCY1A2', 'CYP3A4']",1,1,0,2
DB01021,Trichlormethiazide,"['G01AE10', 'C03AA06', 'C03EA02', 'C03AB06']","['SLC12A3', 'ATP1A1', 'CA1', 'CA2', 'CA4']",['TPMT'],[],"['CA2', 'CA1', 'ATP1A1', 'SLC12A3', 'CA4', 'TPMT']",5,1,0,6
DB01022,Phylloquinone,['B02BA01'],"['GGCX', 'BGLAP']",[],[],"['GGCX', 'BGLAP']",2,0,0,2
DB01023,Felodipine,"['C07FB02', 'C08CA02', 'C09BB05']","['CACNA1C', 'CACNA2D1', 'CACNB2', 'CACNA1D', 'CACNA1S', 'CACNA1H', 'CACNA2D2', 'CALM1', 'PDE1B', 'PDE1A', 'NR3C2', 'TNNC2', 'TNNC1']","['CYP3A4', 'CYP3A5', 'CYP3A7', 'CYP2C8', 'CYP2C9', 'CYP2D6']","['ABCB1', 'ABCB11']","['CYP2C9', 'CYP2D6', 'CACNA1S', 'CYP3A7', 'ABCB11', 'CACNA2D1', 'CACNA1H', 'TNNC2', 'NR3C2', 'CACNA2D2', 'CACNB2', 'ABCB1', 'PDE1A', 'TNNC1', 'CALM1', 'PDE1B', 'CYP2C8', 'CYP3A4', 'CACNA1C', 'CACNA1D', 'CYP3A5']",13,6,2,21
DB01024,Mycophenolic acid,['L04AA06'],"['IMPDH1', 'IMPDH2']","['UGT1A1', 'UGT1A9', 'UGT2B7', 'UGT1A7', 'UGT1A6']",[],"['UGT1A1', 'UGT2B7', 'UGT1A7', 'IMPDH1', 'UGT1A6', 'UGT1A9', 'IMPDH2']",2,5,0,7
DB01025,Amlexanox,"['A01AD07', 'R03DX01']","['S100A12', 'S100A13', 'IL3', 'FGF1']",[],[],"['S100A13', 'IL3', 'S100A12', 'FGF1']",4,0,0,4
DB01026,Ketoconazole,"['G01AF11', 'G01AF20', 'J02AB02', 'D01AC08']","['ERG11', 'AR', 'CYP21A2', 'CYP19A1', 'KCNH2', 'NR1I2', 'NR1I3']","['CYP1A1', 'CYP1A2', 'CYP1B1', 'CYP2A6', 'CYP2B6', 'CYP2C8', 'CYP2C9', 'CYP2C19', 'CYP2D6', 'CYP3A4', 'CYP3A5', 'CYP3A7', 'CYP11B1', 'CYP11A1', 'CYP26A1', 'CYP51A1', 'UGT1A1', 'UGT2B7', 'CYP4F12', 'CYP4F2']","['ABCB11', 'ABCB1', 'SLCO1A2', 'SLCO1B1']","['ERG11', 'AR', 'CYP51A1', 'SLCO1A2', 'CYP2C9', 'CYP4F2', 'CYP4F12', 'CYP1A1', 'CYP2D6', 'CYP26A1', 'CYP3A7', 'CYP2B6', 'ABCB11', 'CYP11A1', 'NR1I2', 'CYP19A1', 'CYP2C19', 'ABCB1', 'CYP11B1', 'UGT2B7', 'CYP2A6', 'CYP1B1', 'CYP21A2', 'CYP2C8', 'NR1I3', 'CYP3A4', 'UGT1A1', 'KCNH2', 'CYP3A5', 'SLCO1B1', 'CYP1A2']",7,20,4,31
DB01028,Methoxyflurane,['N02BG09'],"['GABRA1', 'GRIA1', 'GLRA1', 'ATP2C1', 'KCNA1', 'ATP5D', 'MT-ND1', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['CYP2E1', 'CYP1A2', 'CYP2A6', 'CYP2B6', 'CYP2C9', 'CYP2D6', 'CYP3A4']",[],"['GABRA6', 'GABRG1', 'CYP2C9', 'GABRB2', 'GABRB3', 'CYP2D6', 'GABRE', 'GABRA1', 'GABRA2', 'CYP2B6', 'GRIA1', 'GABRG2', 'GABRQ', 'GABRA5', 'GLRA1', 'GABRA4', 'CYP2A6', 'CYP2E1', 'GABRD', 'ATP5D', 'KCNA1', 'CYP3A4', 'GABRA3', 'MT-ND1', 'GABRG3', 'CYP1A2', 'GABRP', 'ATP2C1', 'GABRB1']",23,7,0,29
DB01029,Irbesartan,"['C09CA04', 'C09DB05', 'C09DA04']","['AGTR1', 'JUN']","['CYP2C8', 'CYP2C9', 'UGT1A3', 'PTGS1', 'CYP3A4']",[],"['CYP2C9', 'JUN', 'AGTR1', 'PTGS1', 'CYP2C8', 'CYP3A4', 'UGT1A3']",2,5,0,7
DB01030,Topotecan,['L01XX17'],"['TOP1', 'TOP1MT']",['CYP3A4'],"['ABCG2', 'ABCB1', 'SLC47A1', 'SLC47A2']","['TOP1MT', 'ABCG2', 'TOP1', 'SLC47A1', 'CYP3A4', 'SLC47A2', 'ABCB1']",2,1,4,7
DB01032,Probenecid,"['M04AB01', 'G01AE10']","['SLC22A6', 'SLC22A11', 'SLC22A8', 'PANX1', 'TAS2R16']","['CYP2C19', 'CYP2C8', 'CYP3A4', 'UGT1A1']","['SLC22A2', 'SLC22A1', 'ABCC3', 'ABCC4', 'ABCC5', 'SLC16A7', 'SLC22A5', 'ABCC6', 'ABCC1', 'SLCO1A2', 'SLC16A1', 'SLC10A1', 'SLC22A6', 'SLC22A10', 'SLC22A8', 'ABCC2', 'ABCC11', 'SLC22A11', 'SLCO1C1', 'SLC22A7', 'SLC22A12', 'SLC2A9']","['SLCO1A2', 'ABCC6', 'SLC22A2', 'SLCO1C1', 'ABCC3', 'SLC22A12', 'SLC16A1', 'CYP2C19', 'ABCC11', 'SLC22A10', 'SLC22A7', 'PANX1', 'SLC22A8', 'ABCC2', 'CYP2C8', 'CYP3A4', 'ABCC4', 'ABCC1', 'UGT1A1', 'SLC22A11', 'SLC10A1', 'SLC22A6', 'SLC2A9', 'SLC16A7', 'SLC22A1', 'ABCC5', 'TAS2R16', 'SLC22A5']",5,4,22,28
DB01033,Mercaptopurine,['L01BB02'],"['HPRT1', 'PPAT', 'IMPDH1', 'IMPDH2']","['TPMT', 'XDH', 'AOX1']","['SLC22A8', 'ABCC4', 'ABCC5', 'SLC28A2', 'SLC28A3', 'SLC29A1', 'SLC29A2']","['XDH', 'SLC28A2', 'SLC29A2', 'HPRT1', 'SLC28A3', 'IMPDH1', 'SLC29A1', 'SLC22A8', 'IMPDH2', 'PPAT', 'ABCC5', 'ABCC4', 'AOX1', 'TPMT']",4,3,7,14
DB01035,Procainamide,['C01BA02'],"['SCN5A', 'DNMT1', 'KCNH2']","['CYP2D6', 'BCHE']","['SLC22A2', 'SLC22A1', 'SLC22A3', 'SLC22A5', 'SLC22A4', 'SLC47A1', 'SLC47A2']","['SLC22A3', 'KCNH2', 'SLC22A4', 'SLC47A1', 'DNMT1', 'BCHE', 'SLC22A1', 'CYP2D6', 'SLC22A2', 'SCN5A', 'SLC47A2', 'SLC22A5']",3,2,7,12
DB01036,Tolterodine,['G04BD07'],"['CHRM3', 'CHRM2', 'CHRM5', 'CHRM1', 'CHRM4']","['CYP3A4', 'CYP2D6', 'CYP2C9', 'CYP2C19']",[],"['CHRM2', 'CYP2C9', 'CHRM1', 'CHRM3', 'CYP2C19', 'CYP2D6', 'CHRM5', 'CHRM4', 'CYP3A4']",5,4,0,9
DB01037,Selegiline,['N04BD01'],"['MAOB', 'MAOA']","['CYP2B6', 'CYP3A4', 'CYP2A6', 'CYP1A2', 'CYP2C19', 'CYP2C8', 'CYP2C9', 'CYP2D6', 'CYP2E1']",['ABCB1'],"['CYP2B6', 'MAOB', 'CYP2C9', 'CYP2A6', 'CYP1A2', 'MAOA', 'CYP2E1', 'CYP2C19', 'CYP2D6', 'CYP2C8', 'CYP3A4', 'ABCB1']",2,9,1,12
DB01039,Fenofibrate,"['C10BA03', 'C10AB05', 'C10BA04']","['PPARA', 'mmp20', 'PPARG', 'PPARD', 'NR1I2']","['CYP2C8', 'CYP2C9', 'CYP3A4', 'UGT1A1']",['ABCB11'],"['PPARA', 'UGT1A1', 'ABCB11', 'CYP2C9', 'NR1I2', 'mmp20', 'PPARD', 'PPARG', 'CYP2C8', 'CYP3A4']",5,4,1,10
DB01041,Thalidomide,['L04AX02'],"['CRBN', 'TNF', 'NFKB1', 'FGFR2', 'PTGS2', 'ORM1', 'ORM2']","['CYP2C19', 'CYP1A1', 'CYP2E1', 'CYP2C9', 'PTGS1', 'PTGS2', 'CYP3A5']",[],"['CRBN', 'ORM2', 'NFKB1', 'CYP3A5', 'CYP2C9', 'ORM1', 'CYP1A1', 'PTGS2', 'FGFR2', 'CYP2C19', 'CYP2E1', 'TNF', 'PTGS1']",7,7,0,13
DB01042,Melphalan,['L01AA03'],[],[],"['SLC22A3', 'SLC7A5']","['SLC7A5', 'SLC22A3']",0,0,2,2
DB01043,Memantine,"['N06DA52', 'N06DX01', 'N06DA53']","['HTR3A', 'CHRNA7', 'DRD2', 'GRIN1', 'GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN2D', 'GRIN3A', 'GRIN3B', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6', 'GABRB1', 'GABRB2', 'GABRB3', 'GABRD', 'GABRE', 'GABRG1', 'GABRG2', 'GABRG3', 'GABRP', 'GABRQ']","['CYP2B6', 'CYP2A6', 'CYP2C19']","['SLC22A2', 'SLC9A1', 'SLC22A4', 'SLC47A1']","['GRIN3A', 'GABRA6', 'GABRG1', 'GRIN2C', 'SLC47A1', 'GABRB2', 'GABRB3', 'SLC22A2', 'GABRA1', 'GABRE', 'SLC9A1', 'GABRA2', 'CYP2B6', 'GRIN2B', 'GABRG2', 'DRD2', 'GABRQ', 'CYP2C19', 'CHRNA7', 'GRIN2A', 'HTR3A', 'GABRA5', 'SLC22A4', 'GABRA4', 'CYP2A6', 'GRIN2D', 'GABRD', 'GABRA3', 'GRIN3B', 'GRIN1', 'GABRG3', 'GABRP', 'GABRB1']",27,3,4,33
DB01044,Gatifloxacin,"['S01AE06', 'J01MA16']","['gyrA', 'gyrB', 'parC', 'parE']",['CYP1A2'],[],"['gyrA', 'gyrB', 'CYP1A2', 'parC', 'parE']",4,1,0,5
DB01045,Rifampicin,"['J04AM02', 'J04AB02', 'J04AM06', 'J04AM05', 'J04AM07']","['rpoB', 'rpoC', 'NR1I2', 'SLCO1B1', 'SLCO1A2', 'SLCO1B3', 'CYP51A1', 'ALB', 'SLCO2B1']","['CYP2C9', 'CYP1A2', 'CYP2C8', 'CYP3A4', 'CYP2B6', 'UGT1A1', 'CYP2C19', 'CYP2A6', 'CYP2E1', 'CYP3A43', 'CYP3A7', 'CYP4A11', 'CYP2D6']","['ABCB1', 'SLCO1B3', 'ABCC1', 'SLCO2B1', 'ABCB11', 'SLCO1A2', 'SLC22A7', 'SLCO1B1', 'ABCC5', 'ABCC2', 'ABCC3', 'SLC22A6', 'SLC22A8']","['CYP51A1', 'SLCO1A2', 'CYP2C9', 'CYP2D6', 'CYP3A7', 'ABCC3', 'CYP2B6', 'ABCB11', 'CYP4A11', 'NR1I2', 'CYP2C19', 'ALB', 'ABCB1', 'SLC22A7', 'SLCO1B3', 'CYP2A6', 'SLCO2B1', 'rpoB', 'CYP2E1', 'SLC22A8', 'ABCC2', 'CYP2C8', 'CYP3A4', 'ABCC1', 'rpoC', 'UGT1A1', 'SLCO1B1', 'CYP1A2', 'SLC22A6', 'CYP3A43', 'ABCC5']",9,13,13,31
DB01046,Lubiprostone,['A06AX03'],['CLCN2'],['CBR1'],[],"['CBR1', 'CLCN2']",1,1,0,2
DB01047,Fluocinonide,"['C05AA11', 'D07AC08', 'D07CC05']","['NR3C1', 'SMO']",['CYP3A4'],[],"['SMO', 'NR3C1', 'CYP3A4']",2,1,0,3
DB01048,Abacavir,"['J05AR02', 'J05AR13', 'J05AR04', 'J05AF06']","['pol', 'HLA-B']","['ADH6', 'UGT1A1', 'ADK']",[],"['UGT1A1', 'pol', 'ADK', 'ADH6', 'HLA-B']",2,3,0,5
DB01050,Ibuprofen,"['G02CC01', 'C01EB16', 'M01AE01', 'M02AA13', 'R02AX02', 'N02AJ08', 'N02AJ19', 'M01AE51']","['PTGS2', 'PTGS1', 'BCL2', 'THBD', 'FABP2', 'PPARG', 'CFTR', 'PPARA', 'GP1BA', 'S100A7']","['CYP2C9', 'CYP2C8', 'CYP2C19', 'UGT1A3', 'UGT1A9', 'UGT2B4', 'UGT2B7', 'AMACR']","['SLCO2B1', 'ABCB1', 'ABCC4', 'ABCC1', 'SLCO1A2', 'SLC22A6', 'SLC22A8', 'SLC22A11']","['CFTR', 'THBD', 'SLCO1A2', 'CYP2C9', 'FABP2', 'CYP2C19', 'ABCB1', 'AMACR', 'UGT2B4', 'BCL2', 'UGT2B7', 'S100A7', 'SLCO2B1', 'UGT1A9', 'SLC22A8', 'PPARG', 'CYP2C8', 'ABCC4', 'ABCC1', 'PTGS1', 'PPARA', 'SLC22A11', 'SLC22A6', 'PTGS2', 'GP1BA', 'UGT1A3']",10,8,8,26
DB01053,Benzylpenicillin,"['J01CR50', 'J01CE01', 'S01AA14', 'J01CE08']","['pbp3', 'bla', 'SLC22A8', 'SLC15A1', 'SLC15A2']",[],"['SLC22A5', 'SLC15A1', 'SLC15A2', 'SLC22A6', 'SLC22A8', 'SLC22A4', 'SLC22A11', 'SLCO2B1', 'SLCO4A1', 'SLCO3A1', 'SLCO1B1']","['pbp3', 'SLC15A2', 'SLC22A5', 'SLC22A4', 'SLC22A11', 'SLCO3A1', 'bla', 'SLC22A6', 'SLCO4A1', 'SLCO2B1', 'SLCO1B1', 'SLC22A8', 'SLC15A1']",5,0,11,13
DB01054,Nitrendipine,"['C08CA08', 'C09BB06']","['CACNA1C', 'CACNA2D1', 'CACNB2', 'CACNG1', 'CACNA1D', 'CACNA1S', 'CACNA2D2', 'CACNA1H']","['CYP3A4', 'CYP3A5', 'CYP3A7']","['ABCB1', 'ABCB11']","['CYP3A7', 'CACNA1C', 'ABCB11', 'CACNA1D', 'CACNG1', 'CYP3A5', 'CACNA2D1', 'CACNA1H', 'CACNA1S', 'CACNA2D2', 'CYP3A4', 'CACNB2', 'ABCB1']",8,3,2,13
DB01056,Tocainide,['C01BB03'],['SCN5A'],['CYP1A2'],[],"['CYP1A2', 'SCN5A']",1,1,0,2
DB01057,Echothiophate,['S01EB03'],['BCHE'],[],[],['BCHE'],1,0,0,1
DB01058,Praziquantel,['P02BA01'],[],"['CYP3A4', 'CYP1A2', 'CYP2C19', 'CYP3A43', 'CYP3A5', 'CYP3A7']",[],"['CYP3A7', 'CYP3A5', 'CYP1A2', 'CYP2C19', 'CYP3A43', 'CYP3A4']",0,6,0,6
DB01059,Norfloxacin,"['J01RA13', 'S01AE02', 'J01MA06']","['parC', 'gyrA', 'TOP2A']","['CYP1A2', 'CYP3A4', 'CYP3A5', 'CYP3A7', 'CYP1A1']","['SLC22A5', 'SLC22A6']","['gyrA', 'CYP3A7', 'CYP3A5', 'SLC22A6', 'CYP1A2', 'parC', 'CYP1A1', 'TOP2A', 'CYP3A4', 'SLC22A5']",3,5,2,10
